"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38"
"CELL_MIGRATION","http://www.broadinstitute.org/gsea/msigdb/cards/CELL_MIGRATION",33727,74,38,96,2,0.0208333333333333,0.000175370193108754,0.144680409314722,"HMGCR","GTPBP4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/BIOSYNTHETIC_PROCESS",33727,74,38,470,4,0.00851063829787234,0.000176731530447662,0.145803512619321,"CHST12","BCAT1","PIGS","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_RNA_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_RNA_METABOLIC_PROCESS",33727,74,38,471,4,0.00849256900212314,0.000178482072408547,0.147247709737051,"TCF7","PPARG","SQSTM1","TCF7L2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIPID_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/LIPID_BIOSYNTHETIC_PROCESS",33727,74,38,97,2,0.0206185567010309,0.000180826631545819,0.149181971025301,"PIGS","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRANSCRIPTION","http://www.broadinstitute.org/gsea/msigdb/cards/TRANSCRIPTION",33727,74,38,753,5,0.00664010624169987,0.00018224665648766,0.150353491602319,"TCF7","ID1","PPARG","SQSTM1","TCF7L2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS",33727,74,38,18,1,0.0555555555555556,0.000186977761526634,0.154256653259473,"GTPBP4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS",33727,74,38,18,1,0.0555555555555556,0.000186977761526634,0.154256653259473,"CHST12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION",33727,74,38,18,1,0.0555555555555556,0.000186977761526634,0.154256653259473,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_CELL_ADHESION","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_CELL_ADHESION",33727,74,38,18,1,0.0555555555555556,0.000186977761526634,0.154256653259473,"GTPBP4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POST_TRANSLATIONAL_PROTEIN_MODIFICATION","http://www.broadinstitute.org/gsea/msigdb/cards/POST_TRANSLATIONAL_PROTEIN_MODIFICATION",33727,74,38,476,4,0.00840336134453781,0.000187434771882123,0.154633686802752,"GTPBP4","PIGS","DAPK3","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_LIPID_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_LIPID_METABOLIC_PROCESS",33727,74,38,255,3,0.0117647058823529,0.000192466110330264,0.158784541022468,"ABCD2","PIGS","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEMBRANE_LIPID_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/MEMBRANE_LIPID_METABOLIC_PROCESS",33727,74,38,101,2,0.0198019801980198,0.000203752719376922,0.168095993485961,"PIGS","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_PROTEIN_STABILITY","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_PROTEIN_STABILITY",33727,74,38,19,1,0.0526315789473684,0.000208826589820317,0.172281936601762,"GTPBP4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CELLULAR_RESPIRATION","http://www.broadinstitute.org/gsea/msigdb/cards/CELLULAR_RESPIRATION",33727,74,38,19,1,0.0526315789473684,0.000208826589820317,0.172281936601762,"UQCRB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAPKKK_CASCADE_GO_0000165","http://www.broadinstitute.org/gsea/msigdb/cards/MAPKKK_CASCADE_GO_0000165",33727,74,38,104,2,0.0192307692307692,0.000222129354949309,0.18325671783318,"ATP6AP2","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_DNA_REPLICATION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_DNA_REPLICATION",33727,74,38,20,1,0.05,0.000231864611094188,0.191288304152705,"GTPBP4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_MAPKKK_CASCADE","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_MAPKKK_CASCADE",33727,74,38,20,1,0.05,0.000231864611094188,0.191288304152705,"ATP6AP2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_PROTEIN_AMINO_ACID_PHOSPHORYLATION","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_PROTEIN_AMINO_ACID_PHOSPHORYLATION",33727,74,38,20,1,0.05,0.000231864611094188,0.191288304152705,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEOGLYCAN_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEOGLYCAN_METABOLIC_PROCESS",33727,74,38,21,1,0.0476190476190476,0.00025608925955273,0.211273639131002,"CHST12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_CATALYTIC_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_CATALYTIC_ACTIVITY",33727,74,38,276,3,0.0108695652173913,0.000260180451585123,0.214648872557727,"GTPBP4","BBC3","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I_KAPPAB_KINASE_NF_KAPPAB_CASCADE","http://www.broadinstitute.org/gsea/msigdb/cards/I_KAPPAB_KINASE_NF_KAPPAB_CASCADE",33727,74,38,114,2,0.0175438596491228,0.000291048324667636,0.2401148678508,"HMOX1","SQSTM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDOSOME_TRANSPORT","http://www.broadinstitute.org/gsea/msigdb/cards/ENDOSOME_TRANSPORT",33727,74,38,23,1,0.0434782608695652,0.000308088194885103,0.25417276078021,"SQSTM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANTI_APOPTOSIS","http://www.broadinstitute.org/gsea/msigdb/cards/ANTI_APOPTOSIS",33727,74,38,118,2,0.0169491525423729,0.000322063384752075,0.265702292420462,"MCL1","TAX1BP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNA_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/RNA_METABOLIC_PROCESS",33727,74,38,841,5,0.00594530321046373,0.00032983200878775,0.272111407249894,"CPSF3L","PPARG","TCF7","SQSTM1","TCF7L2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_NEUROTRANSMITTER_LEVELS","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_NEUROTRANSMITTER_LEVELS",33727,74,38,24,1,0.0416666666666667,0.000335857370195033,0.277082330410902,"SLC1A3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_AMINO_ACID_LIPIDATION","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_AMINO_ACID_LIPIDATION",33727,74,38,24,1,0.0416666666666667,0.000335857370195033,0.277082330410902,"PIGS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY","http://www.broadinstitute.org/gsea/msigdb/cards/GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY",33727,74,38,123,2,0.016260162601626,0.000363731295569635,0.300078318844949,"PPARG","UQCRB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION",33727,74,38,25,1,0.04,0.000364802949551052,0.300962433379618,"PPARG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_CYTOKINE_PRODUCTION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_CYTOKINE_PRODUCTION",33727,74,38,25,1,0.04,0.000364802949551052,0.300962433379618,"ATP6AP2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_PHOSPHORYLATION","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_PHOSPHORYLATION",33727,74,38,26,1,0.0384615384615385,0.000394922387152424,0.32581096940075,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS","http://www.broadinstitute.org/gsea/msigdb/cards/DEVELOPMENT_OF_PRIMARY_SEXUAL_CHARACTERISTICS",33727,74,38,26,1,0.0384615384615385,0.000394922387152424,0.32581096940075,"HMGCR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIPOPROTEIN_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/LIPOPROTEIN_BIOSYNTHETIC_PROCESS",33727,74,38,26,1,0.0384615384615385,0.000394922387152424,0.32581096940075,"PIGS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/NITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS",33727,74,38,26,1,0.0384615384615385,0.000394922387152424,0.32581096940075,"BCAT1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CASPASE_ACTIVATION","http://www.broadinstitute.org/gsea/msigdb/cards/CASPASE_ACTIVATION",33727,74,38,26,1,0.0384615384615385,0.000394922387152424,0.32581096940075,"BBC3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SYSTEM_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/SYSTEM_PROCESS",33727,74,38,563,4,0.00710479573712256,0.000405453990420434,0.334499542096858,"ATP6AP2","SLC1A3","AQP1","AGT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHOSPHORYLATION","http://www.broadinstitute.org/gsea/msigdb/cards/PHOSPHORYLATION",33727,74,38,313,3,0.00958466453674121,0.000418806359313224,0.345515246433409,"DAPK3","CD81","UQCRB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEPTIDYL_TYROSINE_PHOSPHORYLATION","http://www.broadinstitute.org/gsea/msigdb/cards/PEPTIDYL_TYROSINE_PHOSPHORYLATION",33727,74,38,27,1,0.037037037037037,0.000426213141181212,0.3516258414745,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE","http://www.broadinstitute.org/gsea/msigdb/cards/G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",33727,74,38,27,1,0.037037037037037,0.000426213141181212,0.3516258414745,"BCAT1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ORGAN_DEVELOPMENT","http://www.broadinstitute.org/gsea/msigdb/cards/ORGAN_DEVELOPMENT",33727,74,38,571,4,0.00700525394045534,0.000432368099483849,0.356703682074175,"HMGCR","DCN","FBN1","ITGA7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_PHOSPHATE_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_PHOSPHATE_METABOLIC_PROCESS",33727,74,38,28,1,0.0357142857142857,0.000458672673796913,0.378404955882453,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_CELL_MIGRATION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_CELL_MIGRATION",33727,74,38,28,1,0.0357142857142857,0.000458672673796913,0.378404955882453,"GTPBP4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_NUTRIENT_LEVELS","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_NUTRIENT_LEVELS",33727,74,38,29,1,0.0344827586206897,0.000492298451131096,0.406146222183154,"PPARG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEPTIDYL_TYROSINE_MODIFICATION","http://www.broadinstitute.org/gsea/msigdb/cards/PEPTIDYL_TYROSINE_MODIFICATION",33727,74,38,29,1,0.0344827586206897,0.000492298451131096,0.406146222183154,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",33727,74,38,29,1,0.0344827586206897,0.000492298451131096,0.406146222183154,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_PROTEIN_AMINO_ACID_PHOSPHORYLATION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_PROTEIN_AMINO_ACID_PHOSPHORYLATION",33727,74,38,30,1,0.0333333333333333,0.000527087943282047,0.434847553207688,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSITIVE_REGULATION_OF_CASPASE_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/POSITIVE_REGULATION_OF_CASPASE_ACTIVITY",33727,74,38,30,1,0.0333333333333333,0.000527087943282047,0.434847553207688,"BBC3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIRAL_INFECTIOUS_CYCLE","http://www.broadinstitute.org/gsea/msigdb/cards/VIRAL_INFECTIOUS_CYCLE",33727,74,38,32,1,0.03125,0.00060014797222886,0.49512207708881,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RESPONSE_TO_EXTRACELLULAR_STIMULUS","http://www.broadinstitute.org/gsea/msigdb/cards/RESPONSE_TO_EXTRACELLULAR_STIMULUS",33727,74,38,33,1,0.0303030303030303,0.000638413469006753,0.526691111930571,"PPARG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LIPOPROTEIN_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/LIPOPROTEIN_METABOLIC_PROCESS",33727,74,38,33,1,0.0303030303030303,0.000638413469006753,0.526691111930571,"PIGS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_APOPTOSIS","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_APOPTOSIS",33727,74,38,150,2,0.0133333333333333,0.000648894722478119,0.535338146044448,"MCL1","TAX1BP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH",33727,74,38,151,2,0.0132450331125828,0.000661534886038074,0.545766280981411,"MCL1","TAX1BP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROTEIN_MODIFICATION_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/PROTEIN_MODIFICATION_PROCESS",33727,74,38,631,4,0.0063391442155309,0.000679648194628608,0.560709760568601,"GTPBP4","PIGS","DAPK3","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRANSCRIPTION_DNA_DEPENDENT","http://www.broadinstitute.org/gsea/msigdb/cards/TRANSCRIPTION_DNA_DEPENDENT",33727,74,38,636,4,0.00628930817610063,0.000704215415135449,0.580977717486745,"TCF7","PPARG","SQSTM1","TCF7L2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_PROTEIN_KINASE_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_PROTEIN_KINASE_ACTIVITY",33727,74,38,155,2,0.0129032258064516,0.000713666547694468,0.588774901847936,"GTPBP4","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNA_BIOSYNTHETIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/RNA_BIOSYNTHETIC_PROCESS",33727,74,38,638,4,0.00626959247648903,0.000714226795024602,0.589237105895297,"TCF7","PPARG","SQSTM1","TCF7L2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_KINASE_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_KINASE_ACTIVITY",33727,74,38,157,2,0.0127388535031847,0.000740685951661413,0.611065910120666,"GTPBP4","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NEGATIVE_REGULATION_OF_CELLULAR_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/NEGATIVE_REGULATION_OF_CELLULAR_PROCESS",33727,74,38,646,4,0.00619195046439629,0.000755344744816375,0.62315941447351,"ID1","GTPBP4","TAX1BP1","MCL1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VIRAL_REPRODUCTIVE_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/VIRAL_REPRODUCTIVE_PROCESS",33727,74,38,36,1,0.0277777777777778,0.000760121731303088,0.627100428325048,"CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXCRETION","http://www.broadinstitute.org/gsea/msigdb/cards/EXCRETION",33727,74,38,36,1,0.0277777777777778,0.000760121731303088,0.627100428325048,"AQP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BIOPOLYMER_MODIFICATION","http://www.broadinstitute.org/gsea/msigdb/cards/BIOPOLYMER_MODIFICATION",33727,74,38,650,4,0.00615384615384615,0.000776557423297207,0.640659874220196,"GTPBP4","PIGS","DAPK3","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_TRANSFERASE_ACTIVITY","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_TRANSFERASE_ACTIVITY",33727,74,38,161,2,0.0124223602484472,0.000796662916261649,0.65724690591586,"GTPBP4","CD81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SULFUR_METABOLIC_PROCESS","http://www.broadinstitute.org/gsea/msigdb/cards/SULFUR_METABOLIC_PROCESS",33727,74,38,37,1,0.027027027027027,0.000802986722005658,0.662464045654668,"CHST12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REGULATION_OF_CELL_ADHESION","http://www.broadinstitute.org/gsea/msigdb/cards/REGULATION_OF_CELL_ADHESION",33727,74,38,37,1,0.027027027027027,0.000802986722005658,0.662464045654668,"GTPBP4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS","http://www.broadinstitute.org/gsea/msigdb/cards/ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS",33727,74,38,37,1,0.027027027027027,0.000802986722005658,0.662464045654668,"UQCRB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
