"Gene.set","URL","universe.size","goi","goi.in.universe","pathway.size","no.overlap","k.over.K","pvalue","FDR","Overlapping Genes","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136"
"GNF2_RFC3","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_RFC3",4880,518,136,41,1,0.024390243902439,0.687668832485551,1,"BIRC5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_RFC4","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_RFC4",4880,518,136,60,1,0.0166666666666667,0.818474288181049,1,"BIRC5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_RPA1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_RPA1",4880,518,136,28,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_RRM1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_RRM1",4880,518,136,88,1,0.0113636363636364,0.918735443926062,1,"BIRC5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_RRM2","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_RRM2",4880,518,136,40,1,0.025,0.67863884975129,1,"BIRC5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_SMC1L1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_SMC1L1",4880,518,136,27,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_SMC2L1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_SMC2L1",4880,518,136,33,1,0.0303030303030303,0.607746208193071,1,"BIRC5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_SMC4L1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_SMC4L1",4880,518,136,84,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_TST","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_TST",4880,518,136,104,3,0.0288461538461538,0.558802353685287,1,"RARRES2","NNMT","HP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_XRCC5","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_XRCC5",4880,518,136,75,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_AF1Q","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_AF1Q",4880,518,136,25,3,0.12,0.0311133429950306,1,"RTN1","INA","MYT1L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_ANK1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_ANK1",4880,518,136,74,3,0.0405405405405405,0.340469488716349,1,"ANK1","ACSL6","MARCH8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_ANP32B","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_ANP32B",4880,518,136,37,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_APEX1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_APEX1",4880,518,136,92,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_BUB1B","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_BUB1B",4880,518,136,49,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CASP1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CASP1",4880,518,136,111,2,0.018018018018018,0.821839235163316,1,"S100A4","SELL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CASP4","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CASP4",4880,518,136,24,1,0.0416666666666667,0.493370884340349,1,"SELL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CASP8","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CASP8",4880,518,136,27,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CBFB","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CBFB",4880,518,136,30,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CD14","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CD14",4880,518,136,35,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CD1D","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CD1D",4880,518,136,45,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CD33","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CD33",4880,518,136,52,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CD48","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CD48",4880,518,136,32,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CD53","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CD53",4880,518,136,58,1,0.0172413793103448,0.807783525936522,1,"SELL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CD7","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CD7",4880,518,136,40,1,0.025,0.67863884975129,1,"KLRC3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CD97","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CD97",4880,518,136,38,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CDC27","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CDC27",4880,518,136,60,1,0.0166666666666667,0.818474288181049,1,"ANK1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CDH3","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CDH3",4880,518,136,27,1,0.037037037037037,0.534765007049945,1,"FERMT1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CDKN1C","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CDKN1C",4880,518,136,27,2,0.0740740740740741,0.172674525042187,1,"ADAM12","GDF15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CEBPA","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CEBPA",4880,518,136,64,2,0.03125,0.537105979256787,1,"HP","NNMT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CKS1B","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CKS1B",4880,518,136,37,1,0.027027027027027,0.649964605507197,1,"BIRC5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CKS2","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CKS2",4880,518,136,50,2,0.04,0.408480085667162,1,"PTTG1","BIRC5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_CYP2B6","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_CYP2B6",4880,518,136,49,1,0.0204081632653061,0.751402113428278,1,"NNMT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_DAP3","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_DAP3",4880,518,136,119,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_DDX5","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_DDX5",4880,518,136,63,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_DEK","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_DEK",4880,518,136,58,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_DENR","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_DENR",4880,518,136,51,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_EGFR","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_EGFR",4880,518,136,32,2,0.0625,0.223762090920622,1,"ADAM12","GDF15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_EIF3S6","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_EIF3S6",4880,518,136,121,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_ELAC2","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_ELAC2",4880,518,136,46,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_FBL","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_FBL",4880,518,136,147,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_FGR","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_FGR",4880,518,136,32,1,0.03125,0.596424791451615,1,"S100A4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_FOS","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_FOS",4880,518,136,41,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_G22P1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_G22P1",4880,518,136,36,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_GLTSCR2","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_GLTSCR2",4880,518,136,31,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_HCK","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_HCK",4880,518,136,94,3,0.0319148936170213,0.4901457615184,1,"S100A4","S100A9","TREM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_HLA-C","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_HLA-C",4880,518,136,47,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_HMMR","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_HMMR",4880,518,136,47,1,0.0212765957446809,0.736795988224067,1,"BIRC5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_HPN","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_HPN",4880,518,136,133,3,0.0225563909774436,0.723686121369437,1,"RARRES2","NNMT","HP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_ICAM3","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_ICAM3",4880,518,136,39,2,0.0512820512820513,0.29668321414706,1,"SELL","EMP3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_IGF1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_IGF1",4880,518,136,26,1,0.0384615384615385,0.521354248457065,1,"NNMT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_IGFBP1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_IGFBP1",4880,518,136,35,2,0.0571428571428571,0.254969925488537,1,"ADAM12","GDF15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_IL2RB","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_IL2RB",4880,518,136,47,3,0.0638297872340425,0.14205472067845,1,"KLRC3","SPON2","MATK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_INPP5D","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_INPP5D",4880,518,136,43,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_ITGAL","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_ITGAL",4880,518,136,55,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_ITGB2","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_ITGB2",4880,518,136,57,1,0.0175438596491228,0.802206090375901,1,"S100A4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_JAK1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_JAK1",4880,518,136,32,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_KISS1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_KISS1",4880,518,136,49,2,0.0408163265306122,0.398621807611848,1,"ADAM12","GDF15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_KPNB1","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_KPNB1",4880,518,136,72,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_LCAT","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_LCAT",4880,518,136,124,3,0.0241935483870968,0.678267793547743,1,"RARRES2","NNMT","HP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_LYN","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_LYN",4880,518,136,27,1,0.037037037037037,0.534765007049945,1,"SELL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_MAP2K3","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_MAP2K3",4880,518,136,75,2,0.0266666666666667,0.623985402742227,1,"ANK1","MARCH8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_MATK","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_MATK",4880,518,136,25,1,0.04,0.507559838156188,1,"MATK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GNF2_MBD4","http://www.broadinstitute.org/gsea/msigdb/cards/GNF2_MBD4",4880,518,136,25,0,0,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
