Gene,logFC,logCPM,LR,PValue,FDR
NUCB2,-0.683081281,7.951233936,15.25333338,9.40E-05,0.001186894
CCDC121,-0.683110802,3.719062066,17.52054966,2.84E-05,0.000482959
ATG9B,-0.683243525,4.265906062,16.6298232,4.54E-05,0.000691269
ARHGAP18,-0.683836429,7.336467257,23.27063884,1.41E-06,5.06E-05
PROCA1,-0.683889079,1.676782636,12.09139814,0.00050655,0.003927446
LOC105378268,-0.683944766,0.402151864,9.2610812,0.002340748,0.012201245
LINC01671,-0.685245416,1.189752554,17.33624951,3.13E-05,0.000519402
MYLK3,-0.685363713,2.569138329,6.194522072,0.012814632,0.043154436
ALDH1A1,-0.685648728,10.13199846,10.14784807,0.001444698,0.008549104
NYAP1,-0.686305804,1.216027417,11.64665286,0.000643182,0.004669698
MYCT1,-0.686630622,1.99872693,19.340569,1.09E-05,0.000237253
TAGLN3,-0.686642808,2.046862248,12.46149563,0.000415427,0.003438814
TMEM107,-0.686866029,4.162439699,13.89358168,0.000193458,0.001997043
ERP27,-0.68702412,0.8703749,8.602417562,0.003357171,0.015766613
FYB2,-0.68703831,3.928819364,8.811862035,0.002992785,0.014570912
ERICH5,-0.687734788,5.432519406,33.24691413,8.12E-09,7.99E-07
LRRC43,-0.687835083,4.431144633,15.82998512,6.93E-05,0.000948401
TMEM44-AS1,-0.687896986,1.537569847,13.17169389,0.00028421,0.002629647
ACSBG1,-0.688139336,3.900419869,9.110394143,0.002541611,0.012978309
APOM,-0.688316733,0.829799375,12.6678337,0.000372,0.00318967
UBXN11,-0.688473653,6.614228061,17.15048017,3.45E-05,0.0005598
KIF19,-0.688518688,6.291373047,12.7122375,0.000363271,0.003150738
C10orf95,-0.688639247,4.354769787,20.67466261,5.44E-06,0.000140702
LINC02345,-0.689049297,0.911472278,10.71559572,0.001062362,0.006787602
LINC02018,-0.689141979,0.499223396,16.68886617,4.40E-05,0.000674634
CCDC13,-0.689162632,5.25194187,13.8916526,0.000193657,0.001997788
CCDC40,-0.689863516,6.545389379,16.60428735,4.60E-05,0.00069862
MTURN,-0.690107199,5.750460823,20.02918381,7.63E-06,0.000181689
LOC100506514,-0.690523585,0.516477003,7.957213685,0.004789609,0.02060667
ZMYND10,-0.690922847,7.776476502,10.55348565,0.001159692,0.007254545
ACSS3,-0.691138984,0.952441377,9.950790561,0.001607803,0.009240135
AZIN1-AS1,-0.691236202,0.552255775,9.53840833,0.002012162,0.010947324
TSTD1,-0.691306405,5.237027578,13.08963788,0.000296934,0.002704597
LOC105374855,-0.692028123,0.468568556,7.873924595,0.005015269,0.021293321
ZNF664-RFLNA,-0.692893619,1.920413626,11.9999226,0.000532028,0.004083015
TCP11X1,-0.693390639,1.307200637,10.90738651,0.000957816,0.006332248
CAPS2,-0.693474287,5.770389929,6.805753338,0.009086461,0.033135896
ABHD12B,-0.693489633,4.208771745,16.97375065,3.79E-05,0.000596211
LRRC71,-0.69350877,5.319084423,11.64268992,0.000644553,0.004674047
ANGPTL5,-0.693584253,-0.301746632,7.134664709,0.007560778,0.028823299
LOC400710,-0.694017146,2.375714265,12.84091388,0.000339122,0.003003978
C11orf16,-0.694745243,5.373209199,9.860736856,0.001688435,0.009568402
CYSTM1,-0.695100155,5.885190985,37.7266545,8.14E-10,1.21E-07
NEK11,-0.69533641,6.337124729,18.63127879,1.59E-05,0.000315079
CERKL,-0.696079182,5.022432822,10.61188218,0.001123633,0.007092987
TUBA4B,-0.696237403,6.117553968,14.85814563,0.000115906,0.00136512
NEK5,-0.696524625,5.817409208,11.30573595,0.00077268,0.005399872
TGM3,-0.696660979,2.687925676,15.14057565,9.98E-05,0.001235239
WEE2-AS1,-0.6974174,3.006889579,40.25289383,2.23E-10,3.79E-08
ZNF295-AS1,-0.697856477,2.128872917,18.59680637,1.61E-05,0.000318823
UBE3D,-0.698007723,2.775671588,17.3072129,3.18E-05,0.000523529
AK8,-0.698441969,5.150444924,10.55332899,0.00115979,0.007254545
LOC112267932,-0.698531625,1.68349462,15.95720557,6.48E-05,0.000906381
LINC01732,-0.699364733,-0.03228852,6.306838915,0.012027309,0.041161284
FAM187A,-0.699498437,3.46395332,11.07359624,0.000875657,0.005925996
LMNTD1,-0.699820109,4.338200777,10.09782612,0.001484443,0.008722209
ERBB4,-0.700428894,4.877246758,8.687819855,0.003203436,0.01525326
TTC12,-0.700577468,5.996948019,27.56876985,1.52E-07,8.71E-06
DNAAF3,-0.701180233,6.18043865,15.05302283,0.000104533,0.001276437
PLAAT3,-0.701560543,3.480463663,33.5505493,6.94E-09,7.31E-07
LOC105274304,-0.701752421,0.244931353,13.10174171,0.000295021,0.002693895
C9orf43,-0.701807192,1.159773817,20.84161816,4.99E-06,0.000131319
RGS5,-0.702073041,2.234680691,18.39122839,1.80E-05,0.000343057
RIIAD1,-0.70236481,3.114317953,12.30173057,0.000452539,0.003646629
LINC01091,-0.702514284,2.103767002,12.85445295,0.000336677,0.00298567
ENPP3,-0.703572717,4.080993319,9.335579848,0.00224747,0.011845252
LOC101928722,-0.703667721,5.68701624,6.632386295,0.010014102,0.035810394
MRPS31,-0.703895466,5.37756073,24.42098099,7.74E-07,3.16E-05
LOC105369326,-0.703925095,1.342214553,7.867600003,0.005032841,0.021356445
LRRC46,-0.70433867,7.331930258,13.94322228,0.000188416,0.001957788
VWA3B,-0.704447633,6.773602862,10.99152767,0.000915293,0.006120298
TSPOAP1-AS1,-0.70448435,0.415333023,13.75935666,0.000207783,0.002096951
DZIP3,-0.705339336,7.118515852,10.80264189,0.001013553,0.006566064
IFT81,-0.705442701,5.877743783,17.70883823,2.57E-05,0.000446302
S1PR4,-0.705702234,-0.154536441,7.028543388,0.008022058,0.030238754
ALDH3B1,-0.706140379,8.016601914,10.87656434,0.000973887,0.006396794
LOC100996664,-0.707334297,1.041080461,14.47856831,0.000141763,0.001590206
LOC102724800,-0.707514989,-0.049164322,17.31716084,3.16E-05,0.000522039
ALG1L,-0.708140092,3.819030903,10.52386079,0.00117843,0.007336275
IGFBP7,-0.708525712,7.517671971,14.53221039,0.000137783,0.001553285
DRC3,-0.708964728,7.060209593,11.79748693,0.000593107,0.004385551
DTHD1,-0.709181193,8.027094933,9.104537839,0.002549761,0.013003206
CDKL4,-0.709542145,0.390580348,15.16724803,9.84E-05,0.001226248
ARMH1,-0.709968823,4.065891098,10.07251371,0.001504976,0.008813343
LINC01436,-0.711100786,0.826126799,6.837299453,0.00892737,0.03267645
CAT,-0.71110706,6.633565082,31.72460323,1.78E-08,1.56E-06
LINC02031,-0.712031629,3.765802015,6.201010956,0.012767737,0.043024031
CD200R1L-AS1,-0.713029688,3.415187663,12.94245201,0.000321214,0.002879259
PRUNE2,-0.713763154,4.585138779,12.17526745,0.000484274,0.00381287
C10orf67,-0.714237985,3.800929616,9.356684098,0.002221737,0.01174794
NEGR1,-0.714279527,0.427282862,5.920104672,0.014969069,0.04835784
CCDC114,-0.714762853,6.722470531,12.68206825,0.000369179,0.003179287
PINLYP,-0.715056318,3.271886839,11.53071097,0.000684558,0.00491307
CLGN,-0.716076606,3.373861163,15.79187483,7.07E-05,0.000961863
LOC112268072,-0.716372413,0.701109229,14.30504145,0.000155448,0.00170278
OSCP1,-0.716419666,6.018764846,17.00223547,3.73E-05,0.000592645
LOC105371267,-0.717302485,7.95894973,11.874494,0.000569079,0.004280018
CFAP43,-0.71754291,8.028912869,9.036350398,0.002646635,0.013359204
TCTEX1D1,-0.718130763,4.667434974,13.82579812,0.000200563,0.002051984
GABRB3,-0.718341871,3.058461835,16.34092683,5.29E-05,0.000781705
DNAH3,-0.718522789,7.890046703,9.803146281,0.001742136,0.009816371
TSGA10,-0.718571352,6.197328408,17.1048234,3.54E-05,0.000570072
MYCBPAP,-0.719187486,4.354679729,7.841548916,0.005105884,0.021591187
VIM-AS1,-0.719217322,3.236326111,21.29284445,3.94E-06,0.000108467
STARD9,-0.719316552,3.172961969,23.06364894,1.57E-06,5.50E-05
IQCK,-0.719712252,6.014438845,27.59984996,1.49E-07,8.66E-06
LOC105371363,-0.719838852,1.706423848,15.41326645,8.64E-05,0.001111884
PLA2G10,-0.720160215,2.389807393,16.32644628,5.33E-05,0.000786965
DSCAML1,-0.720301065,2.904512625,10.6736983,0.001086696,0.006903975
WDR54,-0.720515974,5.729196085,9.091783544,0.002567604,0.013064669
LOC107985532,-0.720665372,0.522956164,8.829397684,0.002964162,0.014475916
IFT172,-0.72123438,7.349822912,14.15526254,0.000168326,0.001807297
NEK10,-0.722046863,6.444291507,12.20674833,0.00047617,0.003777309
LOC102724749,-0.722073875,1.72660112,11.57737511,0.000667591,0.004821186
PRDX5,-0.72331195,8.892544184,25.46992379,4.49E-07,2.05E-05
PKIG,-0.724330901,5.582961262,31.88044082,1.64E-08,1.45E-06
ZMYND12,-0.724536932,4.127990236,12.90022294,0.000328543,0.002925226
WFDC3,-0.724736873,1.038033291,13.19419718,0.000280817,0.002608958
GRAMD2A,-0.725049003,5.04432207,15.33599789,9.00E-05,0.001149862
CYP27A1,-0.72506367,2.870978075,10.56133298,0.001154779,0.007237775
LRRC10B,-0.725414911,6.693937948,12.14295974,0.000492735,0.003856422
MDM1,-0.725733633,5.333751845,19.98349118,7.81E-06,0.000184414
LINC01770,-0.725806533,0.625139622,6.370708092,0.011601929,0.040078931
CNTD1,-0.725835913,1.955758329,7.180237074,0.007371097,0.028317883
IGSF10,-0.725841215,5.131210699,18.35518382,1.83E-05,0.000345507
GP6,-0.726663394,0.671662639,18.24647416,1.94E-05,0.000358524
SYNE1,-0.726682714,7.546097223,9.750338603,0.001792897,0.010034378
WDR93,-0.726701114,4.321965268,14.51577381,0.000138991,0.001563548
LOC105371841,-0.726801955,1.706770548,9.385460459,0.002187131,0.01164651
FER1L5,-0.727039465,2.928681599,11.86108813,0.00057319,0.004306836
EFCAB2,-0.727522755,5.575581061,30.39082713,3.53E-08,2.75E-06
CFAP70,-0.727848636,6.800482584,12.14401588,0.000492456,0.003856149
C8orf34-AS1,-0.728941085,-0.352966391,6.185957082,0.012876804,0.043315608
WDR49,-0.728945634,5.656935414,11.6921518,0.000627643,0.004588263
IFT57,-0.729073585,7.505968696,23.67149909,1.14E-06,4.35E-05
FLVCR1-DT,-0.729333196,0.84205972,17.49141994,2.89E-05,0.000488485
LOC101927238,-0.729613625,-0.023474476,10.87546786,0.000974464,0.006396794
FRMPD2B,-0.729628791,3.625214102,8.108654342,0.004405442,0.019284797
C6orf118,-0.729961425,5.851318665,14.60511035,0.000132555,0.001513787
CFAP300,-0.729993415,6.051304244,8.685256148,0.003207945,0.015258061
PECR,-0.73020103,3.328855132,22.58592838,2.01E-06,6.67E-05
FLACC1,-0.730922771,4.304960103,10.50103431,0.001193077,0.007398298
KIF9,-0.731014455,5.37633234,16.19540457,5.71E-05,0.000827845
LOC107987116,-0.731101355,1.535619706,7.257176897,0.007061822,0.027464765
SMIM22,-0.731258241,5.08571907,8.964936869,0.002752102,0.013742238
NRAV,-0.731416498,5.689596537,21.7953922,3.03E-06,8.94E-05
SLCO1B3-SLCO1B7,-0.731612299,3.404377579,13.30076808,0.000265297,0.002509046
DNAH5,-0.731934107,8.696689307,9.669687789,0.001873331,0.010388833
A2M,-0.73193976,0.435548962,12.75215269,0.0003556,0.003109823
GON7,-0.73210137,5.465011928,18.92904044,1.36E-05,0.000280838
CCDC191,-0.732511727,5.948990792,22.1917142,2.47E-06,7.61E-05
LOC101928331,-0.732737804,3.490157523,14.12596983,0.000170967,0.001825729
AMY1C,-0.732816889,2.716987141,22.24565166,2.40E-06,7.50E-05
GSTA1,-0.732823236,7.408812256,8.680320117,0.003216645,0.015288501
RHCE,-0.73307579,-0.895385949,6.238221408,0.012502197,0.042391519
TMEM232,-0.733339305,6.002637596,8.461814077,0.0036268,0.016680743
REXO5,-0.73340695,3.140844945,16.58482172,4.65E-05,0.00070515
IFT52,-0.733682174,5.309380448,15.99719619,6.34E-05,0.00089059
FAM47E-STBD1,-0.734145657,5.55323793,50.85272193,9.96E-13,3.14E-10
LOC102725191,-0.734376389,2.315833253,12.93098128,0.000323188,0.002890016
LRRC23,-0.734389232,7.295946989,13.59587942,0.000226683,0.00222928
ERICH2,-0.734511121,3.598222274,17.82832335,2.42E-05,0.000425203
NUP62CL,-0.734656147,3.223131454,17.52127861,2.84E-05,0.000482959
TTC26,-0.734751577,6.043913227,13.49546337,0.000239141,0.002322873
RHEBL1,-0.734945689,1.484061821,21.96472754,2.78E-06,8.35E-05
LOC107986277,-0.735029868,-0.381169962,7.952934769,0.004800946,0.020624259
CBY1,-0.736165919,5.954399372,39.52272448,3.24E-10,5.39E-08
MAST4-AS1,-0.736217538,1.489011031,40.55795364,1.91E-10,3.28E-08
HSPB2-C11orf52,-0.736842115,4.830289977,24.38343067,7.89E-07,3.21E-05
FAM227B,-0.736908142,2.654774873,16.07054823,6.10E-05,0.000868326
MIR200CHG,-0.737096738,3.26881742,22.23504847,2.41E-06,7.51E-05
C11orf52,-0.737710431,4.829782671,24.44354527,7.65E-07,3.14E-05
KLHDC9,-0.738122497,3.971092122,14.94654129,0.000110601,0.001324219
CCDC173,-0.739117162,4.893877678,14.32230529,0.000154029,0.001690572
KCTD16,-0.739209006,-0.317428575,14.68466612,0.000127076,0.001467309
LOC145694,-0.73930558,3.342615165,14.95831622,0.000109913,0.001319548
LOC112268047,-0.739497128,1.119550056,10.53318942,0.001172497,0.007305095
PPOX,-0.739705294,5.796740339,11.08145166,0.000871955,0.005908048
LOC105379172,-0.740966923,2.210155863,10.70907365,0.001066114,0.006808817
LAMB4,-0.741233372,-0.161712776,15.31008694,9.12E-05,0.00116011
AGBL2,-0.741334983,6.166984447,13.18066143,0.000282853,0.002620164
KLHL13,-0.742120027,4.505000709,12.30956081,0.000450644,0.003638789
C20orf96,-0.742468508,5.503539518,21.05044232,4.47E-06,0.000120147
RADX,-0.74265966,2.678300452,13.78662314,0.000204789,0.002083671
AKAP6,-0.742675777,5.034203567,18.91091341,1.37E-05,0.000283149
ZSCAN4,-0.743161086,3.255090415,28.56966867,9.04E-08,5.76E-06
RPGR,-0.743177022,5.748230896,24.11121869,9.09E-07,3.64E-05
ARL3,-0.744821438,6.445128906,28.6920087,8.49E-08,5.47E-06
CFAP100,-0.746120776,6.117761553,14.25280574,0.000159822,0.001732401
AK9,-0.746961633,6.107080027,15.93291969,6.56E-05,0.000913231
DCDC1,-0.749145945,5.352885944,11.82324214,0.000584959,0.004350006
LOC646903,-0.749450431,0.601013333,7.643767868,0.00569688,0.02331296
LOC101928907,-0.749708377,1.153457337,10.40174355,0.001258964,0.007695075
SMIM34A,-0.750623964,1.227830189,18.61336916,1.60E-05,0.000316858
B9D1,-0.750721883,5.741594901,14.28536579,0.000157081,0.001714543
LOC105369250,-0.751491489,2.011062239,21.16008127,4.22E-06,0.000115044
CCDC170,-0.751713029,7.636864629,11.50642678,0.00069356,0.004954357
ANKUB1,-0.752181271,5.855470959,10.12246916,0.001464726,0.008625611
DNALI1,-0.753008734,7.549755549,24.99287385,5.75E-07,2.48E-05
ACYP1,-0.75427012,3.140391033,23.30889831,1.38E-06,5.00E-05
TMEM238L,-0.754954687,1.664987865,7.907920476,0.004921882,0.021015463
STMND1,-0.75565498,4.938502227,19.43907041,1.04E-05,0.000228146
APOOP5,-0.755735195,0.166322755,7.31515065,0.006837567,0.026809881
AGBL4,-0.757169408,1.914558397,20.79909867,5.10E-06,0.000133821
MAATS1,-0.757201026,6.600468828,14.35055976,0.000151735,0.001672363
DNAH10,-0.758271326,7.463921826,8.485750164,0.00357939,0.016515594
RND2,-0.758408726,2.508878456,16.64879534,4.50E-05,0.000685886
LOC107985593,-0.758497931,0.872919404,13.09913098,0.000295433,0.00269559
CCDC103,-0.759681811,5.846078074,15.16247854,9.86E-05,0.001227728
IFT46,-0.759842589,5.800740653,27.57265157,1.51E-07,8.71E-06
CFAP73,-0.760137953,6.571053169,12.501781,0.000406564,0.003393086
DYDC1,-0.761167695,4.0723952,19.61306062,9.48E-06,0.000215168
FBXO15,-0.761957817,4.955687668,10.32414667,0.00131301,0.007945267
PIH1D2,-0.762154968,5.357029088,12.20471249,0.000476689,0.003777639
LOC107985579,-0.762271948,2.741089954,11.67751547,0.0006326,0.004612304
SCGB2A1,-0.762562323,3.906143613,8.005716043,0.004662992,0.020160771
LOC105373551,-0.762958246,-0.220496059,5.891905016,0.015210637,0.048987929
DYNC2LI1,-0.763029746,5.751594034,21.41540024,3.70E-06,0.000103738
GSTA2,-0.763054156,5.501570195,8.126638635,0.004361954,0.019115623
LRRIQ1,-0.763449713,6.999080873,9.339290169,0.002242924,0.01182796
IDNK,-0.764110545,3.306197573,17.70007465,2.59E-05,0.000447872
ZBBX,-0.764259648,6.98584808,10.54128826,0.00116737,0.007291043
LOC107986195,-0.76426147,0.388023251,9.376283104,0.002198108,0.011677402
TTC23L,-0.764989504,2.635346082,12.79020702,0.000348439,0.003065602
FGF14-AS2,-0.76551767,1.568668816,9.456575885,0.002103935,0.01132182
PPP1R42,-0.765528412,3.794681182,9.23480666,0.002374575,0.012321817
IFT88,-0.765656863,5.767132001,16.2457082,5.56E-05,0.000812113
MORN3,-0.766152529,4.851961873,19.43564266,1.04E-05,0.000228198
LOC105372483,-0.766453966,0.100621437,9.875980021,0.001674504,0.00951335
TTC39C-AS1,-0.766553993,-0.071314833,9.665510909,0.001877595,0.010408825
