Gene,logFC,logCPM,LR,PValue,FDR,gid
NACA2,-0.634977548,5.439304364,21.73602343,3.13E-06,0.000189746,NACA2
UROD,-0.635331563,5.396537429,22.79676196,1.80E-06,0.000145451,UROD
STK31,-0.635616859,0.235171809,4.174374639,0.041039705,0.102272088,STK31
RPL9,-0.635865875,6.955588068,18.09374316,2.10E-05,0.00053747,RPL9
TMA7,-0.636092805,5.354663912,21.00395838,4.58E-06,0.000219995,TMA7
AP3S1,-0.636326294,4.699695678,17.83095161,2.41E-05,0.000581872,AP3S1
LZTFL1,-0.636440065,7.255619175,13.07090729,0.000299918,0.003028248,LZTFL1
S100A2,-0.636864415,9.075871223,13.04705652,0.000303761,0.003060918,S100A2
SPAG16,-0.63703857,6.582569381,15.14888923,9.94E-05,0.001434848,SPAG16
ZNF267,-0.637727492,3.954513133,9.152924863,0.002483208,0.013381684,ZNF267
PRR34-AS1,-0.637966088,2.417359931,11.2298534,0.00080492,0.00597754,PRR34-AS1
HACL1,-0.638046157,4.884348458,14.10234215,0.000173128,0.002067272,HACL1
LOC105372636,-0.638195425,0.027242331,4.160066707,0.041387774,0.10283961,LOC105372636
CFAP36,-0.638696059,6.785412086,17.65797555,2.64E-05,0.000605152,CFAP36
LOC107985469,-0.638842631,-0.026871954,5.676557753,0.017193067,0.053948022,LOC107985469
ELK3,-0.638950713,6.508785964,13.59855773,0.000226359,0.002511441,ELK3
TMBIM4,-0.639165232,6.061479749,13.52523573,0.000235377,0.002569226,TMBIM4
DCUN1D1,-0.639303501,5.097403282,11.76532422,0.000603444,0.004887208,DCUN1D1
MAST4-AS1,-0.639703388,1.340631593,8.398248475,0.003755827,0.018113592,MAST4-AS1
ATG4A,-0.640382734,4.809655994,19.39102601,1.07E-05,0.000355046,ATG4A
RPL22,-0.640611013,6.555571491,19.39911146,1.06E-05,0.000354616,RPL22
SGO2,-0.640897175,3.950375544,12.61105222,0.000383473,0.003603557,SGO2
CCDC25,-0.640967881,5.619621283,17.19846737,3.37E-05,0.000698635,CCDC25
CRYZL1,-0.641013935,4.078159885,14.66630038,0.00012832,0.001697607,CRYZL1
RWDD3,-0.641096205,3.28480989,12.69322958,0.000366982,0.00349831,RWDD3
SARNP,-0.64142843,5.01365289,28.84725352,7.83E-08,2.37E-05,SARNP
ATP5PD,-0.641469371,6.129315317,17.03626776,3.67E-05,0.000736622,ATP5PD
KCNJ16,-0.641531405,3.495023449,9.802357037,0.001742883,0.010283693,KCNJ16
CBY1,-0.64187361,6.381677982,19.18874843,1.18E-05,0.000371073,CBY1
PLSCR2,-0.642183281,0.199157414,4.08269608,0.043324478,0.106191506,PLSCR2
STX8,-0.642230201,4.34996061,18.99177178,1.31E-05,0.000403056,STX8
MOB4,-0.642660051,5.248697891,13.37093985,0.000255553,0.002720319,MOB4
PHF5A,-0.642956881,4.38024358,19.34191145,1.09E-05,0.000358988,PHF5A
HLA-DPA1,-0.643238847,4.834989706,6.177969353,0.012935064,0.044045119,HLA-DPA1
ENY2,-0.64352388,4.972005849,23.09818745,1.54E-06,0.000130629,ENY2
COPS4,-0.643576312,5.366035439,16.85412443,4.04E-05,0.000790819,COPS4
EFCAB10,-0.643587437,5.763961534,10.40853182,0.001254344,0.008142188,EFCAB10
SRGAP3-AS2,-0.64380623,7.675285295,18.17353457,2.02E-05,0.000523385,SRGAP3-AS2
SUMO1,-0.643920498,5.749851209,14.57137762,0.000134949,0.001760278,SUMO1
BBS4,-0.644047387,5.839679453,12.68709637,0.000368188,0.003502452,BBS4
SKP1P2,-0.644075322,2.942358326,13.79498843,0.000203879,0.002320722,SKP1P2
APIP,-0.644319852,4.281413013,15.28091849,9.26E-05,0.00136798,APIP
IQUB,-0.644482424,6.560961509,11.03781739,0.000892719,0.006419124,IQUB
CRADD,-0.644729968,3.902766154,17.31998238,3.16E-05,0.000670068,CRADD
ZNF503-AS1,-0.645100602,0.616973841,7.887160001,0.004978698,0.022184481,ZNF503-AS1
TXN,-0.646092781,7.73553468,16.51390331,4.83E-05,0.000887965,TXN
MTERF1,-0.646157903,3.47315451,13.95455812,0.000187283,0.002188153,MTERF1
RPS7,-0.64625004,7.043005259,16.26209154,5.52E-05,0.000971024,RPS7
COX6A1,-0.646406148,7.115928567,18.4147306,1.78E-05,0.000482918,COX6A1
SDHAF3,-0.646478315,2.897354855,10.48669148,0.001202375,0.007899901,SDHAF3
MIR4426,-0.646601165,6.38478419,19.78257027,8.68E-06,0.000312063,MIR4426
ZFAND1,-0.64712706,4.846274888,13.48192186,0.000240873,0.002610033,ZFAND1
TRMT10A,-0.647248148,4.179088886,10.65674085,0.001096705,0.007408643,TRMT10A
ATP5PO,-0.64779665,6.927407443,17.99198952,2.22E-05,0.000554068,ATP5PO
SERTAD4-AS1,-0.647825652,1.961302857,9.361195857,0.002216275,0.01226707,SERTAD4-AS1
CLEC2B,-0.648083208,0.582698942,7.196267759,0.007305536,0.029555854,CLEC2B
MRPL33,-0.648129372,4.967478474,15.42828662,8.57E-05,0.001299635,MRPL33
ACBD3-AS1,-0.648345324,4.481569819,14.16948447,0.000167058,0.002013896,ACBD3-AS1
RIIAD1,-0.648865619,3.57813566,11.96700731,0.000541508,0.004548564,RIIAD1
CNN1,-0.649059035,0.945735262,7.323115995,0.006807329,0.028026242,CNN1
LOC101927764,-0.649303069,0.884764034,6.020933837,0.014137164,0.046860186,LOC101927764
ATP6V1G1,-0.649425902,6.934219154,14.69471975,0.0001264,0.001680697,ATP6V1G1
PIGK,-0.649434435,4.833069808,11.50442339,0.000694308,0.005386501,PIGK
ARMC3,-0.64979404,8.040533988,13.95952959,0.000186788,0.002188153,ARMC3
TSPAN19,-0.650416188,5.836783211,12.17861744,0.000483405,0.004218271,TSPAN19
TEFM,-0.650626787,3.30081861,14.74858548,0.00012284,0.001655602,TEFM
CRISPLD1,-0.650855858,4.334567202,7.739907363,0.005401357,0.023536334,CRISPLD1
LINC00920,-0.650966504,1.449103245,6.303292312,0.012051395,0.041982545,LINC00920
MRPL39,-0.651323864,4.59640328,16.62158563,4.56E-05,0.000857058,MRPL39
PTRHD1,-0.651547273,4.463653079,24.1281343,9.01E-07,9.26E-05,PTRHD1
COMMD10,-0.651640969,3.14950243,12.69505589,0.000366624,0.00349831,COMMD10
NDUFA12,-0.651714117,5.150942404,22.1109719,2.57E-06,0.000174083,NDUFA12
UBE2D1,-0.651931741,3.412021801,8.509946155,0.003532105,0.017333479,UBE2D1
CERNA1,-0.65195712,0.531365048,4.591313644,0.032134376,0.085290767,CERNA1
MRPS23,-0.652166482,5.077526753,24.37704774,7.92E-07,8.49E-05,MRPS23
GFM2,-0.652169963,7.072185652,13.52269872,0.000235695,0.002570525,GFM2
NDUFA7,-0.652499304,5.139235636,18.30560374,1.88E-05,0.000502129,NDUFA7
EFHC2,-0.652543684,6.695836727,12.0140384,0.000528013,0.004478181,EFHC2
ORC4,-0.652593884,5.343049396,15.7722992,7.14E-05,0.001149217,ORC4
C12orf75,-0.653085813,6.162395501,18.44027177,1.75E-05,0.000478863,C12orf75
TBPL1,-0.653423043,4.244803127,19.51218014,1.00E-05,0.000343941,TBPL1
MEIG1,-0.654284709,2.362195679,11.18875015,0.000822948,0.00606964,MEIG1
RPL35A,-0.65454967,8.205766628,19.8851556,8.22E-06,0.000305956,RPL35A
CSTA,-0.654613655,6.983356214,16.9557238,3.83E-05,0.000759454,CSTA
RPS20,-0.654960045,8.413822588,20.18390722,7.03E-06,0.000281754,RPS20
ISCU,-0.655028781,5.939326133,21.78150672,3.06E-06,0.000189141,ISCU
CEP112,-0.655259038,4.349678581,15.44855425,8.48E-05,0.001293564,CEP112
ARHGAP18,-0.65572335,7.658603664,10.34207626,0.001300317,0.0083345,ARHGAP18
ALG1L,-0.655734873,4.101081801,22.07742606,2.62E-06,0.000175415,ALG1L
YPEL5,-0.655888853,6.917638951,19.17962609,1.19E-05,0.000371651,YPEL5
CNTD1,-0.655969237,3.00499457,16.66719742,4.45E-05,0.000844224,CNTD1
UQCRH,-0.656423683,5.924520828,25.48154026,4.47E-07,6.05E-05,UQCRH
EFHB,-0.65654763,6.866334948,12.33591692,0.000444326,0.003985476,EFHB
DNAJC9-AS1,-0.657059168,0.534714109,8.256090196,0.004061551,0.019129943,DNAJC9-AS1
CFAP53,-0.657081007,6.980730776,17.32395418,3.15E-05,0.000669609,CFAP53
NSA2,-0.657130503,5.916159772,19.54486702,9.83E-06,0.000339653,NSA2
IFT88,-0.657911181,6.1656999,14.84592374,0.00011666,0.001596698,IFT88
ASB4,-0.658152511,0.297547768,6.762694909,0.009308308,0.0350639,ASB4
TMEM14C,-0.658217167,6.032861389,20.49267403,5.99E-06,0.00025687,TMEM14C
AMY1C,-0.658444901,4.202244644,9.932666112,0.001623712,0.009783074,AMY1C
TIMM8B,-0.658466324,4.732681184,17.26017483,3.26E-05,0.000687631,TIMM8B
FMO3,-0.658539812,2.216065755,10.18930816,0.001412573,0.008851616,FMO3
MRPL1,-0.658665264,3.929900231,15.45863653,8.43E-05,0.001289287,MRPL1
TMCO1,-0.659071585,6.567713698,17.56012231,2.78E-05,0.000622919,TMCO1
ORC3,-0.659085571,4.981141506,13.74600766,0.000209265,0.00236598,ORC3
SLCO1B3,-0.659467179,3.17955484,5.406954691,0.020056676,0.060170027,SLCO1B3
MED11,-0.660015148,4.531021042,20.96944287,4.67E-06,0.000222366,MED11
LOC107985143,-0.660813561,3.713582098,9.060716656,0.002611596,0.013914694,LOC107985143
RETREG1,-0.660886453,3.097404839,9.437953145,0.002125406,0.0119258,RETREG1
ABCC6P2,-0.661109194,1.573206317,6.732965173,0.009464714,0.035390098,ABCC6P2
COX7A1,-0.661149727,0.545422674,4.944731855,0.026170298,0.07340805,COX7A1
SCAMP1,-0.661214116,5.515457503,12.37999492,0.000433958,0.003919886,SCAMP1
COX5B,-0.661223998,6.673847707,20.51736161,5.91E-06,0.000255028,COX5B
C1GALT1C1,-0.661320115,5.359233668,16.17953666,5.76E-05,0.001002556,C1GALT1C1
NUDT12,-0.66209252,5.084730275,7.901787842,0.004938596,0.022054419,NUDT12
MAJIN,-0.662403966,0.566987802,5.378342354,0.020388241,0.060915549,MAJIN
IFT22,-0.66241825,7.117069769,19.6209165,9.44E-06,0.000328655,IFT22
TOMM7,-0.662540123,6.564941187,19.31154344,1.11E-05,0.000360867,TOMM7
BMX,-0.662563071,1.144663716,8.827859866,0.002966661,0.015252353,BMX
CHMP5,-0.662633296,7.357871938,11.71943562,0.000618507,0.00495889,CHMP5
NDUFA2,-0.663553956,5.574207455,17.63642238,2.67E-05,0.000608335,NDUFA2
ANAPC13,-0.663902262,5.504214255,16.29389811,5.42E-05,0.000960457,ANAPC13
SUMO2,-0.66425233,5.851455944,19.87594898,8.26E-06,0.000306346,SUMO2
PFDN4,-0.664275639,2.984011815,11.00235695,0.000909961,0.006505489,PFDN4
FAM13C,-0.664324407,2.872373081,7.747860676,0.005377621,0.023449469,FAM13C
PLA1A,-0.664440048,0.918577764,7.964853996,0.004769434,0.021530872,PLA1A
MYL6,-0.664582321,9.163752076,21.44613767,3.64E-06,0.000195617,MYL6
PRDX5,-0.664755192,9.34679385,18.26856866,1.92E-05,0.000508828,PRDX5
STOML3,-0.665251179,7.009097903,17.59007269,2.74E-05,0.000617761,STOML3
KCNMB2,-0.665377495,1.527403756,8.732520493,0.003125841,0.015827561,KCNMB2
RPL24,-0.665517025,7.548872943,19.64168813,9.34E-06,0.000325852,RPL24
FAM166B,-0.665533262,7.037462818,13.57087874,0.000229722,0.002532809,FAM166B
C3orf14,-0.66559435,2.955851367,11.35586706,0.0007521,0.005677589,C3orf14
EMC2,-0.665623822,5.65410134,14.99137249,0.000108004,0.001511821,EMC2
TVP23B,-0.665627132,6.02184742,12.65905328,0.000373751,0.0035318,TVP23B
SNHG6,-0.666348008,3.651750706,24.20279732,8.67E-07,8.97E-05,SNHG6
MCEE,-0.666598889,3.107449934,16.67889791,4.43E-05,0.000840087,MCEE
UQCR10,-0.666654635,6.13881198,21.69529114,3.20E-06,0.000191129,UQCR10
GGH,-0.667514975,4.711124826,17.56232303,2.78E-05,0.000622919,GGH
ZNF883,-0.667858228,1.077482867,10.68717495,0.001078808,0.007336965,ZNF883
PIGP,-0.667912746,4.040120089,15.09205818,0.000102393,0.001459103,PIGP
RBX1,-0.668087997,5.277401052,25.76583561,3.85E-07,5.60E-05,RBX1
CNIH1,-0.668271919,6.000221272,15.91073156,6.64E-05,0.001106156,CNIH1
TUBA1A,-0.668729375,9.55379876,18.61781782,1.60E-05,0.00045095,TUBA1A
RAB30-DT,-0.668800443,2.083725293,11.52563582,0.00068643,0.005352876,RAB30-DT
PNLDC1,-0.669167865,1.839791624,9.766721464,0.001776991,0.010452275,PNLDC1
TMEM35B,-0.669249192,3.466196563,17.72610411,2.55E-05,0.000597466,TMEM35B
FAM104B,-0.669317272,4.790239172,17.77439885,2.49E-05,0.000592804,FAM104B
LOC101928215,-0.669335733,2.24328614,9.287558898,0.002307154,0.012643713,LOC101928215
SEPTIN7,-0.669536955,6.921732316,15.59824209,7.83E-05,0.001226047,SEPTIN7
WDR86-AS1,-0.669860002,6.230192839,16.34291841,5.29E-05,0.000945911,WDR86-AS1
TMEM59,-0.669992593,8.671078799,17.29948748,3.19E-05,0.000675437,TMEM59
PPP1R2,-0.670984861,5.716313461,13.95787351,0.000186953,0.002188153,PPP1R2
BDH2,-0.671080952,5.705527583,14.61550177,0.000131826,0.001726997,BDH2
LSM1,-0.671118444,4.814203813,22.30752273,2.32E-06,0.00016551,LSM1
UQCRQ,-0.671176762,6.218114078,19.54798242,9.81E-06,0.000339653,UQCRQ
COX7A2L,-0.671282053,6.145722727,26.17217873,3.12E-07,5.16E-05,COX7A2L
ESD,-0.671334445,5.791657972,21.27477128,3.98E-06,0.000204449,ESD
RPF1,-0.671352082,5.097732163,19.28381858,1.13E-05,0.000361292,RPF1
ERP27,-0.671552883,0.454575136,8.053086693,0.004542619,0.020704995,ERP27
FMO5,-0.671792877,6.047275483,12.86518159,0.000334752,0.003272774,FMO5
IFT20,-0.671982909,4.9839196,21.00210641,4.59E-06,0.000219995,IFT20
EIF3E,-0.67205482,7.599444704,17.13236937,3.49E-05,0.000714527,EIF3E
UBE2E1,-0.672064982,6.169763258,15.92048361,6.61E-05,0.001105261,UBE2E1
COX17,-0.672428688,4.035202423,14.28233036,0.000157335,0.001940035,COX17
LOC101927234,-0.672737845,1.005388069,8.47227432,0.003606003,0.017588018,LOC101927234
PARPBP,-0.672746713,2.163441774,10.0986608,0.001483771,0.009144171,PARPBP
RPL23,-0.672878877,8.431168636,20.18843838,7.02E-06,0.000281754,RPL23
MIR100HG,-0.673038918,0.411716471,6.802553215,0.009102761,0.034451817,MIR100HG
LOC101928063,-0.673519872,0.495919856,9.411251769,0.00215658,0.012030865,LOC101928063
MT1F,-0.674261909,0.657151018,8.703798707,0.003175476,0.015993147,MT1F
HNRNPCL2,-0.674463304,1.108156433,8.90740011,0.002840173,0.014757764,HNRNPCL2
LOC100507599,-0.674510618,4.093372163,21.0287561,4.52E-06,0.000219892,LOC100507599
SDCBP,-0.674756081,6.759071192,15.32990676,9.03E-05,0.001340824,SDCBP
AMY1A,-0.675754183,3.366706711,13.39899804,0.000251759,0.002691306,AMY1A
LOC105379362,-0.676115815,3.026132151,14.88681628,0.000114158,0.001571884,LOC105379362
HAT1,-0.676376129,5.745420676,15.92337596,6.60E-05,0.001105261,HAT1
WDR63,-0.676492548,6.868990727,12.57589529,0.000390754,0.003641172,WDR63
TAX1BP1,-0.676611017,8.288286999,14.5000068,0.000140159,0.001800309,TAX1BP1
LOC145694,-0.676793223,3.752269776,17.25067707,3.28E-05,0.000689205,LOC145694
RPL36AL,-0.6774655,6.993710164,21.7918516,3.04E-06,0.000189141,RPL36AL
CCDC126,-0.678619476,3.139824736,12.30133016,0.000452636,0.004038429,CCDC126
LOC102724532,-0.678899754,1.548346205,8.167056373,0.004265808,0.019759539,LOC102724532
FABP5,-0.679270926,6.296506765,29.89203679,4.57E-08,1.97E-05,FABP5
RBKS,-0.679478646,4.240536356,15.74101974,7.26E-05,0.001161505,RBKS
PDCD10,-0.679530037,5.206692742,14.66221633,0.000128598,0.001697607,PDCD10
LOC101929444,-0.680685211,0.593313528,6.478876697,0.010916395,0.039213353,LOC101929444
ATP5F1C,-0.680768171,7.024478516,19.40534872,1.06E-05,0.000354616,ATP5F1C
KIAA1586,-0.680793059,2.198850899,10.41928783,0.00124706,0.008098382,KIAA1586
LOC105370707,-0.680992572,0.418645163,6.302719851,0.012055287,0.041986421,LOC105370707
ANG,-0.681226292,4.223419243,15.05637963,0.000104347,0.001481354,ANG
VTA1,-0.681320568,5.955712844,14.40883745,0.00014711,0.001854842,VTA1
EEF1AKMT1,-0.68134372,3.196561442,22.00925608,2.71E-06,0.000177427,EEF1AKMT1
SYT16,-0.68157368,-0.31197583,4.042483965,0.044368471,0.108175452,SYT16
GEMIN2,-0.681762477,2.974176912,14.76324087,0.000121889,0.001647335,GEMIN2
PINLYP,-0.681778916,4.254901997,18.15516893,2.04E-05,0.00052485,PINLYP
ZCRB1,-0.681847507,5.404744208,18.75606059,1.49E-05,0.000437399,ZCRB1
ERH,-0.681976706,6.303888528,20.42827959,6.19E-06,0.000260709,ERH
SNRPB2,-0.682235073,4.663761037,21.28332176,3.96E-06,0.000204234,SNRPB2
ATP5MPL,-0.682780896,5.670392209,16.77336257,4.21E-05,0.000813592,ATP5MPL
MDH1B,-0.682924081,6.268082685,10.73986385,0.00104852,0.007189243,MDH1B
FAM216A,-0.684494475,2.564698,10.44121839,0.00123234,0.008044291,FAM216A
TAF12,-0.684656598,3.806846627,18.91824532,1.36E-05,0.000410548,TAF12
RPL30,-0.684708394,8.685003958,22.03780851,2.67E-06,0.000175568,RPL30
GEMIN6,-0.684957801,4.038373682,21.75451093,3.10E-06,0.000189746,GEMIN6
SRP14,-0.68543563,7.482504978,22.57594117,2.02E-06,0.000154883,SRP14
LOC102723989,-0.685750101,3.653579834,13.97151507,0.000185601,0.002183418,LOC102723989
C11orf1,-0.685925177,4.083308067,18.95891722,1.34E-05,0.000405931,C11orf1
CKLF-CMTM1,-0.686631546,2.312654643,13.12113064,0.000291984,0.002969976,CKLF-CMTM1
LOC100289361,-0.687528052,0.664238188,7.40179511,0.006515882,0.027163195,LOC100289361
MRPS33,-0.688256494,5.422686666,21.56278822,3.42E-06,0.000193014,MRPS33
EFCAB7,-0.688317945,5.015513487,13.6172329,0.000224119,0.002494704,EFCAB7
C1GALT1C1L,-0.688410203,1.019083312,6.071701573,0.013736457,0.045896031,C1GALT1C1L
ATP5ME,-0.688907043,6.059928434,20.88712702,4.87E-06,0.000227486,ATP5ME
RPL7,-0.689104135,6.730198079,21.02783875,4.53E-06,0.000219892,RPL7
COX7A2,-0.689229471,6.559941872,20.69157731,5.40E-06,0.000238292,COX7A2
TATDN1,-0.689242241,3.494302799,17.38373194,3.05E-05,0.000656142,TATDN1
OTUD6B-AS1,-0.689381595,4.918142768,18.75212167,1.49E-05,0.00043745,OTUD6B-AS1
SERPINA3,-0.689654826,5.695391511,7.239304817,0.007132459,0.029023651,SERPINA3
DCTN6,-0.69067147,4.818335187,20.37313802,6.37E-06,0.000265873,DCTN6
PTS,-0.691565219,4.396186795,17.38137188,3.06E-05,0.000656142,PTS
TRIQK,-0.691654006,4.897472942,13.52684413,0.000235175,0.002569226,TRIQK
RPL34,-0.692060803,7.976182883,21.5721973,3.41E-06,0.000193014,RPL34
ATP5MG,-0.69214592,6.615113777,24.83129834,6.26E-07,7.42E-05,ATP5MG
RPAP3,-0.692756155,5.454946435,18.547922,1.66E-05,0.00046346,RPAP3
RAB18,-0.693108714,6.034952306,17.43405756,2.97E-05,0.000644614,RAB18
LSM5,-0.693189846,4.444855923,13.95992971,0.000186749,0.002188153,LSM5
DBI,-0.693235226,7.047609831,18.79953742,1.45E-05,0.000430055,DBI
LOC101929243,-0.693364904,2.074664095,10.05541069,0.001519012,0.009319524,LOC101929243
TIMM17A,-0.693601849,5.306327638,26.65444724,2.43E-07,4.54E-05,TIMM17A
XRCC4,-0.693676248,3.183277565,10.06286979,0.001512874,0.009289415,XRCC4
ZNHIT3,-0.69376752,4.549636811,17.60842896,2.71E-05,0.000612741,ZNHIT3
MOSPD1,-0.693792646,4.109494849,14.74646064,0.000122978,0.001655602,MOSPD1
TCTE3,-0.694060775,0.703599556,5.015549026,0.025120662,0.071097546,TCTE3
LOC105374890,-0.694325303,0.747810733,6.532723237,0.010590769,0.038390585,LOC105374890
TTC33,-0.694365865,4.473747396,11.06107692,0.000881589,0.006368065,TTC33
HPGD,-0.69468512,4.115313698,12.79274021,0.000347967,0.003369258,HPGD
LOC105371841,-0.694786531,2.287953661,11.16693319,0.000832682,0.006120513,LOC105371841
CKLF,-0.694867296,3.007558843,15.61449983,7.77E-05,0.001219339,CKLF
BBIP1,-0.694922128,4.678267728,15.40074399,8.70E-05,0.001314756,BBIP1
IFT74,-0.695249744,5.983681665,18.67361764,1.55E-05,0.000447137,IFT74
PIGF,-0.695640483,4.200229652,19.28492355,1.13E-05,0.000361292,PIGF
UBL5,-0.695728023,6.446253425,21.20283894,4.13E-06,0.000209418,UBL5
PPA2,-0.695897899,5.843828235,21.34363917,3.84E-06,0.000201393,PPA2
SETD9,-0.696077113,2.757024531,12.84877115,0.000337701,0.003293075,SETD9
TEKT1,-0.696095765,8.481355572,17.76314332,2.50E-05,0.000593252,TEKT1
ERGIC2,-0.696394092,5.437849703,17.61665179,2.70E-05,0.000611927,ERGIC2
LOC101927355,-0.696539939,3.025125828,18.81408434,1.44E-05,0.000428468,LOC101927355
RPL41,-0.696604944,9.74464283,19.80973591,8.55E-06,0.00031009,RPL41
LDHB,-0.696658857,8.746133847,21.56283941,3.42E-06,0.000193014,LDHB
HOPX,-0.696918072,1.748424373,7.065777263,0.007857022,0.031141516,HOPX
RPL17-C18orf32,-0.697389505,6.844454879,20.60935669,5.63E-06,0.000246584,RPL17-C18orf32
RPLP0P2,-0.697430967,1.218670819,10.3361745,0.001304481,0.008349231,RPLP0P2
KRCC1,-0.697865939,5.562417989,15.71813353,7.35E-05,0.001173847,KRCC1
ACAT1,-0.697898786,5.703712913,15.14532118,9.95E-05,0.001436125,ACAT1
CRLS1,-0.698914006,5.113283768,17.87166462,2.36E-05,0.000572956,CRLS1
PIBF1,-0.699107113,5.95539005,16.50658974,4.85E-05,0.000888725,PIBF1
SLC38A6,-0.699268542,4.108050689,16.37725178,5.19E-05,0.000935581,SLC38A6
UBE2V2,-0.699398335,5.576248695,18.79069576,1.46E-05,0.000431208,UBE2V2
CAPS2,-0.699690164,5.872642277,9.521089818,0.002031239,0.011521543,CAPS2
HMGB1,-0.699983352,5.951685679,14.11725912,0.000171761,0.002054191,HMGB1
LOC100506990,-0.7002528,5.376001912,20.43443821,6.17E-06,0.000260709,LOC100506990
LOC112268036,-0.700414793,1.884938977,10.0439794,0.001528467,0.009347161,LOC112268036
NAT1,-0.701663768,5.84933645,13.6823178,0.000216483,0.00243302,NAT1
CNGA1,-0.702657927,0.616371854,9.569905967,0.001977929,0.011315003,CNGA1
EFCAB1,-0.702886819,7.785559695,21.66252206,3.25E-06,0.00019181,EFCAB1
C6orf163,-0.702971743,0.908325789,10.80792993,0.001010662,0.007005992,C6orf163
ZBBX,-0.70309917,7.519678228,12.96405945,0.000317528,0.003151726,ZBBX
PRH2,-0.703662668,2.733520892,7.45950865,0.006310223,0.026476643,PRH2
TMEM258,-0.703723887,5.799067515,23.80040172,1.07E-06,0.000103412,TMEM258
PRKACB,-0.705081392,4.462794053,18.94670681,1.34E-05,0.000406851,PRKACB
MED31,-0.705224361,3.981892499,16.23580153,5.59E-05,0.000981161,MED31
UFC1,-0.705701567,8.312122487,23.96002992,9.84E-07,9.84E-05,UFC1
NIPSNAP3A,-0.706187895,4.982042977,15.17018246,9.82E-05,0.001428252,NIPSNAP3A
TRMT10C,-0.706559082,4.460922673,17.46651594,2.92E-05,0.000642056,TRMT10C
DAD1,-0.706710447,6.16239057,22.04063028,2.67E-06,0.000175568,DAD1
SMIM22,-0.707275425,5.719461303,25.05538763,5.57E-07,6.95E-05,SMIM22
SEC61G,-0.707794403,4.53362239,18.65336024,1.57E-05,0.000448691,SEC61G
DMAC1,-0.707797752,5.287599309,18.73189981,1.50E-05,0.0004404,DMAC1
QPRT,-0.70840296,0.445915274,5.789540399,0.016121804,0.051429745,QPRT
RPL31,-0.708439087,8.499531578,22.12794157,2.55E-06,0.000174083,RPL31
CAPZA2,-0.708466767,6.358839644,13.01337499,0.000309274,0.003091717,CAPZA2
PIH1D2,-0.709229269,5.902647612,19.39805843,1.06E-05,0.000354616,PIH1D2
IL7,-0.709379829,2.544506946,9.852182861,0.001696304,0.010076918,IL7
TTC39C-AS1,-0.710389049,1.255720363,5.510984631,0.018897405,0.057642429,TTC39C-AS1
CFAP126,-0.710834416,7.333149601,23.41276168,1.31E-06,0.000116826,CFAP126
COX14,-0.711168878,4.527295834,25.02161032,5.67E-07,7.02E-05,COX14
CYSTM1,-0.711170851,6.315744635,26.11318395,3.22E-07,5.16E-05,CYSTM1
KBTBD3,-0.711362537,2.752443107,12.30272631,0.000452297,0.004037795,KBTBD3
CCL15-CCL14,-0.71137568,4.06242451,17.14807903,3.46E-05,0.00071057,CCL15-CCL14
COX16,-0.711488339,5.290592004,26.79697636,2.26E-07,4.32E-05,COX16
ST8SIA1,-0.711520858,1.82392786,16.35006959,5.27E-05,0.000943466,ST8SIA1
NUDT7,-0.712424122,2.825330041,14.93207509,0.000111452,0.001547317,NUDT7
UQCRB,-0.71272262,6.800077954,20.28853359,6.66E-06,0.000272372,UQCRB
CYCS,-0.714361767,5.78874713,16.25939977,5.52E-05,0.000971272,CYCS
MRPL40,-0.714671089,5.469092828,21.96757977,2.77E-06,0.000179766,MRPL40
FPGT,-0.71520997,4.354785126,14.42065022,0.00014619,0.001846326,FPGT
IFT52,-0.715400304,5.848324069,17.82277416,2.42E-05,0.000583187,IFT52
MRPS36,-0.7167035,4.009664113,14.56161033,0.00013565,0.001763336,MRPS36
TMEM126A,-0.716744137,3.222478832,17.03159717,3.68E-05,0.000737456,TMEM126A
LRRC34,-0.716907869,5.487149877,14.71053544,0.000125344,0.001674024,LRRC34
SELENOT,-0.717786554,5.965752215,14.82662201,0.00011786,0.001608197,SELENOT
POSTN,-0.718411603,3.94086974,10.90168117,0.00096077,0.006772018,POSTN
C18orf32,-0.718432259,5.613723926,17.77981517,2.48E-05,0.000592729,C18orf32
CFAP206,-0.718513444,6.960624171,13.59777592,0.000226454,0.002511441,CFAP206
HIPK1-AS1,-0.719082489,0.899972302,11.78253383,0.00059789,0.004867818,HIPK1-AS1
HSBP1,-0.719574233,7.547280796,21.48292049,3.57E-06,0.000193796,HSBP1
FOLR1,-0.720341901,4.490539325,14.96975601,0.000109248,0.001523725,FOLR1
COX7B,-0.720805242,6.478889469,22.41802929,2.19E-06,0.000163777,COX7B
IGFBP7,-0.721043288,7.67983436,12.47687806,0.00041202,0.003763365,IGFBP7
SOD1,-0.721780784,7.582489173,22.22614062,2.42E-06,0.000170054,SOD1
MDH1,-0.723542442,7.355389455,21.37285744,3.78E-06,0.000200353,MDH1
LOC105376233,-0.724132899,3.297443634,9.992693027,0.001571626,0.0095339,LOC105376233
RPL23P8,-0.724214092,5.223521616,24.56516933,7.18E-07,7.98E-05,RPL23P8
PEX2,-0.724337794,5.702739981,20.64642301,5.52E-06,0.000242559,PEX2
ARL6,-0.724648452,4.976596975,16.36478741,5.22E-05,0.00093842,ARL6
POLR2K,-0.726360322,4.988049806,18.69625243,1.53E-05,0.000443553,POLR2K
